symbol,FullName,Exchange
KPRO,KraneShares 100% KWEB Defined Outcome January 2027 ETF,NYSE Arca
KPRX,"Kiora Pharmaceuticals, Inc.  - Common Stock",NASDAQ
KPTI,Karyopharm Therapeutics Inc. - Common Stock,NASDAQ
KQQQ,Kurv Technology Titans Select ETF,NASDAQ
KR,Kroger Company (The) Common Stock,NYSE
KRAQ,KRAKacquisition Corp - Class A Ordinary Shares,NASDAQ
KRAQU,KRAKacquisition Corp - Unit,NASDAQ
KRAQW,KRAKacquisition Corp - Warrants,NASDAQ
KRBN,KraneShares Global Carbon Strategy ETF,NYSE Arca
KRC,Kilroy Realty Corporation Common Stock,NYSE
KRE,State Street SPDR S&P Regional Banking ETF,NYSE Arca
KREF,KKR Real Estate Finance Trust Inc. Common Stock,NYSE
KREF$A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,NYSE
KRG,Kite Realty Group Trust Common Stock,NYSE
KRKR,36Kr Holdings Inc. - American Depositary Shares,NASDAQ
KRMD,"KORU Medical Systems, Inc. - Common Stock",NASDAQ
KRMN,Karman Holdings Inc. Common Stock,NYSE
KRNT,Kornit Digital Ltd. - Ordinary Shares,NASDAQ
KRNY,Kearny Financial - Common Stock,NASDAQ
KRO,Kronos Worldwide Inc Common Stock,NYSE
KROP,Global X AgTech & Food Innovation ETF,NASDAQ
KROS,"Keros Therapeutics, Inc. - common stock",NASDAQ
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,NYSE
KRRO,"Korro Bio, Inc. - Common Stock",NASDAQ
KRSP,Rice Acquisition Corporation 3 Class A Ordinary Shares,NYSE
KRSP.U,"Rice Acquisition Corporation 3 Units, each consisting of one Class A ordinary share, and one-sixth of one redeemable warrant",NYSE
KRSP.W,"Rice Acquisition Corporation 3 Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE
KRT,Karat Packaging Inc. - Common Stock,NASDAQ
KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",NASDAQ
KRWX,Corgi South Korea 2x Daily ETF,Nasdaq
KRYP,ProShares CoinDesk 20 Crypto ETF,NYSE Arca
KRYS,"Krystal Biotech, Inc. - Common Stock",NASDAQ
KSA,iShares MSCI Saudi Arabia ETF,NYSE Arca
KSCP,"Knightscope, Inc. - Class A Common Stock",NASDAQ
KSEP,Innovator U.S. Small Cap Power Buffer ETF - September,Nasdaq
KSLV,Kurv Silver Enhanced Income ETF,Nasdaq
KSMH,xETFs Korea AI Semiconductor,NASDAQ
KSPI,Joint Stock Company Kaspi.kz - American Depository Shares,NASDAQ
KSPY,KraneShares Hedgeye Hedged Equity Index ETF,NYSE Arca
KSS,Kohl's Corporation Common Stock,NYSE
KSTR,KraneShares China Technology & Semiconductor STAR 50 Index ETF,NYSE Arca
KT,KT Corporation Common Stock,NYSE
KTB,"Kontoor Brands, Inc. Common Stock",NYSE
KTCC,Key Tronic Corporation - Common Stock,NASDAQ
KTEC,KraneShares Hang Seng TECH Index ETF,NYSE Arca
KTF,DWS Municipal Income Trust,NYSE
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,NYSE
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),NYSE
KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",NASDAQ
KTTA,Pasithea Therapeutics Corp. - Common Stock,NASDAQ
KTTAW,Pasithea Therapeutics Corp. - Warrant,NASDAQ
KTUP,T-REX 2X Long KTOS Daily Target ETF,Nasdaq
KTWO,K2 Capital Acquisition Corporation - Class A Ordinary Share,NASDAQ
KTWOR,K2 Capital Acquisition Corporation - Rights,NASDAQ
KTWOU,K2 Capital Acquisition Corporation - Units,NASDAQ
KULR,"KULR Technology Group, Inc. Common Stock",NYSE American
KURA,"Kura Oncology, Inc. - Common Stock",NASDAQ
KURE,KraneShares MSCI All China Health Care Index ETF,NYSE Arca
KUST,"Kustom Entertainment, Inc. - Common Stock",NASDAQ
KVHI,"KVH Industries, Inc. - Common Stock",NASDAQ
KVLE,KraneShares Value Line Dynamic Dividend Equity Index ETF,NYSE Arca
KVUE,Kenvue Inc. Common Stock,NYSE
KVYO,"Klaviyo, Inc. Series A Common Stock",NYSE
KWEB,KraneShares CSI China Internet ETF,NYSE Arca
KWH,GMO Power Infrastructure ETF,NYSE Arca
KWIN,KraneShares Wahed Alternative Income Index ETF,NYSE Arca
KWM,"K Wave Media, Ltd. - Ordinary Shares",NASDAQ
KWMWW,"K Wave Media, Ltd. - Warrant",NASDAQ
KWR,Quaker Houghton Common Stock,NYSE
KWT,iShares MSCI Kuwait ETF,Nasdaq
KWY,Kingsway Corporation Common Stock,NYSE
KXI,iShares Global Consumer Staples ETF,NYSE Arca
KXIN,Kaixin Holdings - Ordinary Shares,NASDAQ
KYC,Corgi Digital Banking & Fintech Infrastructure ETF,Nasdaq
KYIV,Kyivstar Group Ltd. - Common Shares,NASDAQ
KYIVW,Kyivstar Group Ltd. - Warrant,NASDAQ
KYLD,Kurv High Income ETF,Nasdaq
KYMR,"Kymera Therapeutics, Inc. - Common Stock",NASDAQ
KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",NYSE
KYNB,"Kyntra Bio, Inc. - Common Stock",NASDAQ
KYTX,"Kyverna Therapeutics, Inc. - Common Stock",NASDAQ
KZIA,Kazia Therapeutics Limited - American Depositary Shares,NASDAQ
L,Loews Corporation Common Stock,NYSE
LAB,Standard BioTools Inc. - Common Stock,NASDAQ
LABD,Direxion Daily S&P Biotech Bear 3X ETF,NYSE Arca
LABT,Lakewood-Amedex Biotherapeutics Inc. - Common Stock,NASDAQ
LABU,Direxion Daily S&P Biotech Bull 3X ETF,NYSE Arca
LABX,Tradr 2X Long ALAB Daily ETF,Nasdaq
LAC,Lithium Americas Corp. Common Shares,NYSE
LAD,"Lithia Motors, Inc. Common Stock",NYSE
LADM,Pacer Swan SOS Laddered Moderate ETF,Nasdaq
LADR,Ladder Capital Corp Class A Common Stock,NYSE
LAES,SEALSQ Corp - Ordinary Shares,NASDAQ
LAFA,LaFayette Acquisition Corp. - Ordinary Share,NASDAQ
LAFAR,LaFayette Acquisition Corp. - Rights,NASDAQ
LAFAU,LaFayette Acquisition Corp. - Unit,NASDAQ
LAKE,"Lakeland Industries, Inc. - Common Stock",NASDAQ
LALT,First Trust Multi-Strategy Alternative ETF,NYSE Arca
LAMR,Lamar Advertising Company - Class A Common Stock,NASDAQ
LAND,Gladstone Land Corporation - Common Stock,NASDAQ
LANDO,Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock,NASDAQ
LANDP,Gladstone Land Corporation - 6.00% Series C Cumulative Redeemable Preferred Stock,NASDAQ
LANV,Lanvin Group Holdings Limited Ordinary Shares,NYSE
LAPR,Innovator Premium Income 15 Buffer ETF - April,Nasdaq
LAR,Lithium Argentina AG Common Shares,NYSE
LARK,Landmark Bancorp Inc. - Common Stock,NASDAQ
LASC,Corgi LASR 2x Daily ETF,Nasdaq
LASE,Laser Photonics Corporation - Common Stock,NASDAQ
LASR,"nLIGHT, Inc. - Common Stock",NASDAQ
LATA,Galata Acquisition Corp. II - Class A Ordinary Shares,NASDAQ
LATAU,Galata Acquisition Corp. II - Units,NASDAQ
LATAW,Galata Acquisition Corp. II - Warrant,NASDAQ
LATR,Corgi Buy Now Pay Later ETF,Nasdaq
LAUR,"Laureate Education, Inc. - Common Stock",NASDAQ
LAW,"CS Disco, Inc. Common Stock",NYSE
LAWR,"Robot Consulting Co., Ltd. - ADS",NASDAQ
LAZ,"Lazard, Inc. Common Stock",NYSE
LAZR,Tema Photonics & Optical ETF,NYSE Arca
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,NYSE
LBAY,Leatherback Long/Short Alternative Yield ETF,NYSE Arca
LBGJ,Li Bang International Corporation Inc. - Class A Ordinary Shares,NASDAQ
LBO,WHITEWOLF Publicly Listed Private Equity ETF,Nasdaq
LBOX,GraniteShares Short Term Box ETF,Nasdaq
LBRT,Liberty Energy Inc. Class A common stock,NYSE
LBRX,LB Pharmaceuticals Inc - Common Stock,NASDAQ
LBTYA,Liberty Global Ltd. - Class A Common Shares,NASDAQ
LBTYB,Liberty Global Ltd. - Class B Common Shares,NASDAQ
LBTYK,Liberty Global Ltd. - Class C Common Shares,NASDAQ
LCAP,Principal Capital Appreciation Select ETF,Nasdaq
LCCC,Lakeshore Acquisition III Corp. - Ordinary Shares,NASDAQ
LCCCR,Lakeshore Acquisition III Corp. - Rights,NASDAQ
LCCCU,Lakeshore Acquisition III Corp. - Unit,NASDAQ
LCDS,JPMorgan Fundamental Data Science Large Core ETF,NASDAQ
LCF,Touchstone US Large Cap Focused ETF,Nasdaq
LCFY,Locafy Limited - Ordinary Share,NASDAQ
LCFYW,Locafy Limited - Warrant,NASDAQ
LCID,"Lucid Group, Inc. - Common Stock",NASDAQ
LCII,LCI Industries,NYSE
LCLG,Logan Capital Large Cap Growth ETF,NYSE Arca
LCLN,"Lincoln International, Inc. Class A Common Stock",NYSE
LCNB,LCNB Corporation - Common Stock,NASDAQ
LCO,LOGIQ Contrarian Opportunities ETF,NYSE Arca
LCOW,Pacer S&P 500 Quality FCF Aristocrats ETF,Nasdaq
LCR,Leuthold Core ETF,NYSE Arca
LCTD,iShares World ex U.S. Carbon Transition Readiness Aware Active ETF,NYSE Arca
LCTO,Kurv U.S. Large Cap TaxOptimized ETF,Nasdaq
LCTU,iShares U.S. Carbon Transition Readiness Aware Active ETF,NYSE Arca
LCTX,"Lineage Cell Therapeutics, Inc. Common Stock",NYSE American
LCUT,"Lifetime Brands, Inc. - Common Stock",NASDAQ
LDDR,LifeX 2035 Income Bucket ETF,Nasdaq
LDEM,iShares ESG MSCI EM Leaders ETF,NASDAQ
LDI,"loanDepot, Inc. Class A Common Stock",NYSE
LDOS,"Leidos Holdings, Inc. Common Stock",NYSE
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",NYSE
LDRC,iShares iBonds 1-5 Year Corporate Ladder ETF,NYSE Arca
LDRH,iShares iBonds 1-5 Year High Yield and Income Ladder ETF,NYSE Arca
LDRI,iShares iBonds 1-5 Year TIPS Ladder ETF,NYSE Arca
LDRT,iShares iBonds 1-5 Year Treasury Ladder ETF,NYSE Arca
LDRX,SGI Enhanced Market Leaders ETF,NASDAQ
LDSF,First Trust Low Duration Strategic Focus ETF,NASDAQ
LDUR,PIMCO Enhanced Low Duration Active Exchange-Traded Fund,NYSE Arca
LE,"Lands' End, Inc. - Common Stock",NASDAQ
LEA,Lear Corporation Common Stock,NYSE
LECO,"Lincoln Electric Holdings, Inc. - Common Shares",NASDAQ
LEDS,SemiLEDS Corporation - Common Stock,NASDAQ
LEE,"Lee Enterprises, Incorporated - Common Stock",NASDAQ
LEGH,Legacy Housing Corporation - Common Stock,NASDAQ
LEGN,Legend Biotech Corporation - American Depositary Shares,NASDAQ
LEGO,Legato Merger Corp. IV Ordinary Shares,NYSE American
LEGO.U,"Legato Merger Corp. IV Units, each consisting of one ordinary share and one-third of one redeemable warrant",NYSE American
LEGO.W,"Legato Merger Corp. IV Redeemable Warrants, each whole warrant exercisable to purchase one ordinary share at an exercise price of $11.50 per share",NYSE American
LEGR,First Trust Indxx Innovative Transaction & Process ETF,NASDAQ
LEMB,iShares J.P. Morgan EM Local Currency Bond,NYSE Arca
LEN,Lennar Corporation Class A Common Stock,NYSE
LEN.B,Lennar Corporation Class B,NYSE
LEND,SEI High Yield Bond & Alternative Credit ETF,NASDAQ
LENS,Sarmaya Thematic ETF,Nasdaq
LENZ,"LENZ Therapeutics, Inc. - Common Stock",NASDAQ
LEO,"BNY Mellon Strategic Municipals, Inc. Common Stock",NYSE
LESL,"Leslie's, Inc. - Common Stock",NASDAQ
LEU,Centrus Energy Corp. Class A Common Stock,NYSE
LEUX,Tradr 2X Long LEU Daily ETF,Nasdaq
LEVI,Levi Strauss & Co Class A Common Stock,NYSE
LEXI,Alexis Practical Tactical ETF,NASDAQ
LEXX,Lexaria Bioscience Corp. - Common Stock,NASDAQ
LFAC,Leapfrog Acquisition Corporation - Class A Ordinary Shares,NASDAQ
LFACU,Leapfrog Acquisition Corporation - Units,NASDAQ
LFACW,Leapfrog Acquisition Corporation - Warrants,NASDAQ
LFAI,LifeX 2050 Longevity Income ETF,Nasdaq
LFAO,LifeX 2055 Longevity Income ETF,Nasdaq
LFAW,LifeX 2060 Longevity Income ETF,Nasdaq
LFBE,LifeX 2065 Longevity Income ETF,Nasdaq
LFCR,"Lifecore Biomedical, Inc. - Common Stock",NASDAQ
LFDR,LifeX Durable Income ETF,Nasdaq
LFEQ,VanEck Long/Flat Trend ETF,NYSE Arca
LFGY,YieldMax Crypto Industry & Tech Portfolio Option Income ETF,NYSE Arca
LFMD,"LifeMD, Inc. - Common Stock",NASDAQ
LFMDP,"LifeMD, Inc. - 8.875% Series A Cumulative Perpetual Preferred Stock",NASDAQ
LFS,"LEIFRAS Co., Ltd. - American Depositary Shares",NASDAQ
LFSC,F/m Emerald Life Sciences Innovation ETF,NASDAQ
LFST,"LifeStance Health Group, Inc. - Common Stock",NASDAQ
LFT,"Lument Finance Trust, Inc. Common Stock",NYSE
LFT$A,"Lument Finance Trust, Inc. 7.875% Series A Cumulative Redeemable Preferred Stock",NYSE
LFTO,"Liftoff Mobile, Inc. - Common Stock",NASDAQ
LFUS,"Littelfuse, Inc. - Common Stock",NASDAQ
LFVN,Lifevantage Corporation - Common Stock,NASDAQ
LFWD,Lifeward Ltd. - Ordinary Shares,NASDAQ
LGCF,Themes US Cash Flow Champions ETF,NASDAQ
LGCL,Lucas GC Limited - Class A Ordinary Shares,NASDAQ
LGCY,Legacy Education Inc. Common Stock,NYSE American
LGDS,JPMorgan Fundamental Data Science Large Growth ETF,NASDAQ
LGDX,Intech S&P Large Cap Diversified Alpha ETF,NYSE Arca
LGH,HCM Defender 500 Index ETF,NYSE Arca
LGHL,Lion Group Holding Ltd. - American Depositary Share,NASDAQ
LGHT,Langar Global HealthTech ETF,Nasdaq
LGI,Lazard Global Total Return and Income Fund Common Stock,NYSE
LGIH,"LGI Homes, Inc. - Common Stock",NASDAQ
LGL,"LGL Group, Inc. (The) Common Stock",NYSE American
LGLV,State Street SPDR US Large Cap Low Volatility Index ETF,NYSE Arca
LGN,Legence Corp. - Class A Common stock,NASDAQ
LGND,Ligand Pharmaceuticals Incorporated - Common Stock,NASDAQ
LGO,Largo Inc. - Common Shares,NASDAQ
LGOV,First Trust Long Duration Opportunities ETF,NYSE Arca
LGPS,LogProstyle Inc. Common Shares,NYSE American
LGRO,Level Four Large Cap Growth Active ETF,NASDAQ
LGVN,Longeveron Inc. - Class A Common stock,NASDAQ
LH,Labcorp Holdings Inc. Common Stock,NYSE
LHAI,Linkhome Holdings Inc. - Common stock,NASDAQ
LHSW,Lianhe Sowell International Group Ltd - Class A Ordinary Shares,NASDAQ
LHX,"L3Harris Technologies, Inc. Common Stock",NYSE
LI,Li Auto Inc. - American Depositary Shares,NASDAQ
LIAE,LifeX 2050 Inflation-Protected Longevity Income ETF,Nasdaq
LIAM,LifeX 2055 Inflation-Protected Longevity Income ETF,Nasdaq
LIAU,LifeX 2060 Inflation-Protected Longevity Income ETF,Nasdaq
LIBD,LifeX 2065 Inflation-Protected Longevity Income ETF,Nasdaq
LICN,Lichen International Limited - Class A Ordinary Shares,NASDAQ
LIDR,"AEye, Inc. - Class A Common Stock",NASDAQ
LIEN,"Chicago Atlantic BDC, Inc. - Common Stock",NASDAQ
LIF,"Life360, Inc. - Common Stock",NASDAQ
LIFE,Ethos Technologies Inc. - Class A Common Stock,NASDAQ
LIFT,LifeX 2028 Income Bucket ETF,Nasdaq
LII,"Lennox International, Inc. Common Stock",NYSE
LILA,Liberty Latin America Ltd. - Class A Common Stock,NASDAQ
LILAK,Liberty Latin America Ltd. - Class C Common Stock,NASDAQ
LILAP,Liberty Latin America Ltd. - 9.0% Fixed Rate Cumulative Perpetual Redeemable Series A Preference Shares,NASDAQ
LIME,"Neutron Holdings, Inc. - Common Stock",NASDAQ
LIMI,Themes Lithium & Battery Metal Miners ETF,Nasdaq
LIMN,"Liminatus Pharma, Inc. - Class A Common Stock",NASDAQ
LIMNW,"Liminatus Pharma, Inc. - Warrants",NASDAQ
LIN,Linde plc - Ordinary Shares,NASDAQ
LINC,Lincoln Educational Services Corporation - Common Stock,NASDAQ
LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,NASDAQ
LINE,"Lineage, Inc. - Common Stock",NASDAQ
LINK,"Interlink Electronics, Inc. - Common Stock",NASDAQ
LINT,Direxion Daily INTC Bull 2X ETF,NASDAQ
LION,Lionsgate Studios Corp Common Shares,NYSE
LIQT,"LiqTech International, Inc. - Common Stock",NASDAQ
LIT,Global X Lithium & Battery Tech ETF,NYSE Arca
LITB,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing twelve ordinary shares",NYSE
LITC,Corgi LITE 2x Daily ETF,Nasdaq
LITE,Lumentum Holdings Inc. - Common Stock,NASDAQ
LITG,Leverage Shares 2X Long LITE Daily ETF,Nasdaq
LITL,Simplify Piper Sandler US Small-Cap PLUS Income ETF,NYSE Arca
LITP,Sprott Lithium Miners ETF,NASDAQ
LITS,"Lite Strategy, Inc. - Common Stock",NASDAQ
LITU,T-REX 2X Long LITE Daily Target ETF,Nasdaq
LITX,Tradr 2X Long LITE Daily ETF,Nasdaq
LITZ,Tradr 2X Short LITE Daily ETF,Nasdaq
LIVE,Live Ventures Incorporated - Common Stock,NASDAQ
LIVN,LivaNova PLC - Ordinary Shares,NASDAQ
LJAN,Innovator Premium Income 15 Buffer ETF - January,Nasdaq
LJUL,Innovator Premium Income 15 Buffer ETF - July,Nasdaq
LKFN,Lakeland Financial Corporation - Common Stock,NASDAQ
LKFT,Lakefront Biotherapeutics - American Depositary Shares,NASDAQ
LKOR,Northern Trust Credit-Scored US Long Corporate Bond ETF,Nasdaq
LKQ,LKQ Corporation - Common Stock,NASDAQ
LKSP,Lake Superior Acquisition Corp. - Class A Ordinary Shares,NASDAQ
LKSPR,Lake Superior Acquisition Corp. - Rights,NASDAQ
LKSPU,Lake Superior Acquisition Corp. - Units,NASDAQ
LLDR,Global X Long-Term Treasury Ladder ETF,NYSE Arca
LLY,Eli Lilly and Company Common Stock,NYSE
LLYVA,"Liberty Live Holdings, Inc. - Series A Liberty Live Group Common Stock",NASDAQ
LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty Live Group Common Stock",NASDAQ
LLYX,Defiance Daily Target 2X Long LLY ETF,NYSE Arca
LMAT,"LeMaitre Vascular, Inc. - Common Stock",NASDAQ
LMB,"Limbach Holdings, Inc. - Common Stock",NASDAQ
LMBS,First Trust Low Duration Opportunities ETF,NASDAQ
LMND,"Lemonade, Inc. Common Stock",NYSE
LMNR,Limoneira Co - Common Stock,NASDAQ
LMRI,"Lumexa Imaging Holdings, Inc. - Common Stock",NASDAQ
LMT,Lockheed Martin Corporation Common Stock,NYSE
LMTL,Direxion Daily LMT Bull 2X ETF,NASDAQ
LMUB,iShares Long-Term National Muni Bond ETF,NYSE Arca
LNAI,Lunai Bioworks Inc. - Common Stock,NASDAQ
LNC,Lincoln National Corporation Common Stock,NYSE
LNC$D,"Lincoln National Corporation Depositary Shares Each Representing a 1/1,000th Interest in a Share of 9.000% Non-Cumulative Preferred Stock, Series D",NYSE
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),NYSE
LNG,"Cheniere Energy, Inc. Common Stock",NYSE
LNGX,Global X U.S. Natural Gas ETF,NYSE Arca
LNKS,Linkers Industries Limited - Class A Ordinary Shares,NASDAQ
LNN,Lindsay Corporation Common Stock,NYSE
LNOK,Defiance Daily Target 2X Long NOK ETF,Nasdaq
LNSR,"LENSAR, Inc. - Common Stock",NASDAQ
LNT,Alliant Energy Corporation - Common Stock,NASDAQ
LNTH,"Lantheus Holdings, Inc. - Common Stock",NASDAQ
LNZA,"LanzaTech Global, Inc. - Common Stock",NASDAQ
LNZAW,"LanzaTech Global, Inc. - Warrant",NASDAQ
LOAN,"Manhattan Bridge Capital, Inc - Common Stock",NASDAQ
LOAR,Loar Holdings Inc. Common Stock,NYSE
LOB,"Live Oak Bancshares, Inc. Common Stock",NYSE
LOB$A,"Live Oak Bancshares, Inc. Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.375% Fixed Rate Series A Non-Cumulative Perpetual Preferred Stock",NYSE
LOBO,LOBO TECHNOLOGIES LTD. - Class A Ordinary Shares,NASDAQ
LOCL,Local Bounti Corporation Common Stock,NYSE
LOCO,"El Pollo Loco Holdings, Inc. - Common Stock",NASDAQ
LOCT,Innovator Premium Income 15 Buffer ETF - October,Nasdaq
LODE,Comstock Inc. Common Stock,NYSE American
LODI,AAM SLC Low Duration Income ETF,NYSE Arca
LOEV,Harding Loevner International Developed Markets Select Equity ETF,NYSE Arca
LOFD,Direxion Daily SpaceX Bear 2X ETF,NYSE Arca
LOFF,Direxion Daily SpaceX Bull 2X ETF,NYSE Arca
LOGI,Logitech International S.A. - Registered Shares,NASDAQ
LOGO,Alpha Brands Consumption Leaders ETF,NASDAQ
LOHA,Roundhill HALO ETF,Nasdaq
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,NYSE
LONA,"LeonaBio, Inc. - Common Stock",NASDAQ
LONZ,PIMCO Senior Loan Active Exchange-Traded Fund,NYSE Arca
LOOP,"Loop Industries, Inc. - Common Stock",NASDAQ
LOPE,"Grand Canyon Education, Inc. - Common Stock",NASDAQ
LOPP,Gabelli Love Our Planet & People ETF Gabelli Love Our Planet & People ETF,NYSE Arca
LOT,Lotus Technology Inc. - American Depositary Shares,NASDAQ
LOTI,Liberty One Tactical Income ETF,NASDAQ
LOTWW,Lotus Technology Inc. - Warrants,NASDAQ
LOUP,Innovator Deepwater Frontier Tech ETF,NYSE Arca
LOVE,The Lovesac Company - Common Stock,NASDAQ
LOW,"Lowe's Companies, Inc. Common Stock",NYSE
LOWV,AB US Low Volatility Equity ETF,NYSE Arca
LPA,Logistic Properties of the Americas Ordinary Shares,NYSE American
LPAA,Launch One Acquisition Corp. - Class A Ordinary Shares,NASDAQ
LPAAU,Launch One Acquisition Corp. - Unit,NASDAQ
LPAAW,Launch One Acquisition Corp. - Warrant,NASDAQ
LPBB,Launch Two Acquisition Corp. - Class A Ordinary Shares,NASDAQ
LPBBU,Launch Two Acquisition Corp. - Unit,NASDAQ
LPBBW,Launch Two Acquisition Corp. - Warrant,NASDAQ
LPCN,Lipocine Inc. - Common Stock,NASDAQ
LPCV,Launchpad Cadenza Acquisition Corp I - Class A Ordinary Share,NASDAQ
LPCVU,Launchpad Cadenza Acquisition Corp I - Unit,NASDAQ
LPCVW,Launchpad Cadenza Acquisition Corp I - Warrant,NASDAQ
LPG,Dorian LPG Ltd. Common Stock,NYSE
LPL,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",NYSE
LPLA,LPL Financial Holdings Inc. - Common Stock,NASDAQ
LPRE,Long Pond Real Estate Select ETF,NYSE Arca
LPTH,"LightPath Technologies, Inc. - Class A Common Stock",NASDAQ
LPX,Louisiana-Pacific Corporation Common Stock,NYSE
LQ,Simplify Tax Aware Alternatives ETF,NASDAQ
LQAI,LG QRAFT AI-Powered U.S. Large Cap Core ETF,NYSE Arca
LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,NYSE Arca
LQDA,Liquidia Corporation - Common Stock,NASDAQ
LQDB,iShares BBB Rated Corporate Bond ETF,NYSE Arca
LQDD,MicroSectors -3x Short Investment Grade Corporate Bond (LQD) ETNs,Nasdaq
LQDH,iShares Interest Rate Hedged Corporate Bond ETF,NYSE Arca
LQDI,iShares Inflation Hedged Corporate Bond ETF,Nasdaq
LQDM,Amplify LQD Investment Grade 12% Target Income ETF,Nasdaq
LQDT,"Liquidity Services, Inc. - Common Stock",NASDAQ
LQDU,MicroSectors 3x Long Investment Grade Corporate Bond (LQD) ETNs,Nasdaq
LQDW,iShares Investment Grade Corporate Bond BuyWrite Strategy ETF,Nasdaq
LQID,Kurv Enhanced Short Maturity ETF,Nasdaq
LQTI,FT Vest Investment Grade & Target Income ETF,NYSE Arca
LRCC,Corgi LRCX 2x Daily ETF,Nasdaq
LRCU,Tradr 2X Long LRCX Daily ETF,Nasdaq
LRCX,Lam Research Corporation - Common Stock,NASDAQ
LRE,"Lead Real Estate Co., Ltd - American Depositary Shares",NASDAQ
LRGC,AB US Large Cap Strategic Equities ETF,NYSE Arca
LRGE,ClearBridge Large Cap Growth Select ETF,NASDAQ
LRGF,iShares U.S. Equity Factor ETF,NYSE Arca
LRGG,Nomura Focused Large Growth ETF,NYSE Arca
LRHC,La Rosa Holdings Corp. - Common Stock,NASDAQ
